criterio,inicio,fin,tipo,descripcion
robo identidad,2022-02-20,2022-04-20,top,Internet
robo identidad,2022-02-20,2022-04-20,top,Concepto
robo identidad,2022-02-20,2022-04-20,top,Derecho penal
robo identidad,2022-02-20,2022-04-20,top,Información personal
robo identidad,2022-02-20,2022-04-20,top,Informática
robo identidad,2022-02-20,2022-04-20,top,Código de leyes
robo identidad,2022-02-20,2022-04-20,top,Engaño pederasta
robo identidad,2022-02-20,2022-04-20,top,Código penal
robo identidad,2021-12-20,2022-02-20,aumento,Código penal
robo identidad,2021-12-20,2022-02-20,aumento,CONDUSEF
robo identidad,2021-12-20,2022-02-20,aumento,Delito
robo identidad,2021-12-20,2022-02-20,aumento,Denuncia
robo identidad,2021-12-20,2022-02-20,top,Robo de identidad
robo identidad,2021-12-20,2022-02-20,top,Hurto
robo identidad,2021-12-20,2022-02-20,top,Identidad
robo identidad,2021-12-20,2022-02-20,top,Robo
robo identidad,2021-12-20,2022-02-20,top,Código penal
robo identidad,2021-12-20,2022-02-20,top,Denuncia
robo identidad,2021-12-20,2022-02-20,top,CONDUSEF
robo identidad,2021-12-20,2022-02-20,top,Delito
robo identidad,2021-12-20,2022-02-20,top,Red social
robo identidad,2021-12-20,2022-02-20,top,Fraude
robo identidad,2021-12-20,2022-02-20,top,Dato
robo identidad,2021-12-20,2022-02-20,top,Social
robo identidad,2021-12-20,2022-02-20,top,Información personal
robo identidad,2021-10-20,2021-12-20,aumento,Administradoras de Fondos para el Retiro
robo identidad,2021-10-20,2021-12-20,aumento,Cibernética
robo identidad,2021-10-20,2021-12-20,aumento,Institución financiera
robo identidad,2021-10-20,2021-12-20,aumento,Derecho penal
robo identidad,2021-10-20,2021-12-20,aumento,Suplantación
robo identidad,2021-10-20,2021-12-20,aumento,Renta financiera
robo identidad,2021-10-20,2021-12-20,aumento,Cotización
robo identidad,2021-10-20,2021-12-20,aumento,Identidad
robo identidad,2021-10-20,2021-12-20,aumento,Institución
robo identidad,2021-10-20,2021-12-20,aumento,vitalicio
robo identidad,2021-10-20,2021-12-20,aumento,Ciberacoso
robo identidad,2021-10-20,2021-12-20,aumento,Código de leyes
robo identidad,2021-10-20,2021-12-20,aumento,Cuenta
robo identidad,2021-10-20,2021-12-20,aumento,Fraude
robo identidad,2021-10-20,2021-12-20,aumento,Código penal
robo identidad,2021-10-20,2021-12-20,aumento,Dato
robo identidad,2021-10-20,2021-12-20,aumento,Persona
robo identidad,2021-10-20,2021-12-20,aumento,Información
robo identidad,2021-10-20,2021-12-20,aumento,Sexteo
robo identidad,2021-10-20,2021-12-20,top,Robo de identidad
robo identidad,2021-10-20,2021-12-20,top,Identidad
robo identidad,2021-10-20,2021-12-20,top,Hurto
robo identidad,2021-10-20,2021-12-20,top,Robo
robo identidad,2021-10-20,2021-12-20,top,Denuncia
robo identidad,2021-10-20,2021-12-20,top,Información
robo identidad,2021-10-20,2021-12-20,top,Fraude
robo identidad,2021-10-20,2021-12-20,top,Persona
robo identidad,2021-10-20,2021-12-20,top,Sexteo
robo identidad,2021-10-20,2021-12-20,top,Administradoras de Fondos para el Retiro
robo identidad,2021-10-20,2021-12-20,top,Phishing
robo identidad,2021-10-20,2021-12-20,top,Cibernética
robo identidad,2021-10-20,2021-12-20,top,Social
robo identidad,2021-10-20,2021-12-20,top,CONDUSEF
robo identidad,2021-10-20,2021-12-20,top,Institución financiera
robo identidad,2021-10-20,2021-12-20,top,Código de leyes
robo identidad,2021-10-20,2021-12-20,top,Red social
robo identidad,2021-10-20,2021-12-20,top,Código penal
robo identidad,2021-10-20,2021-12-20,top,Cuenta
robo identidad,2021-10-20,2021-12-20,top,Dato
robo identidad,2021-10-20,2021-12-20,top,Banco
robo identidad,2021-10-20,2021-12-20,top,Derecho penal
robo identidad,2021-10-20,2021-12-20,top,Riesgo
robo identidad,2021-10-20,2021-12-20,top,Red de computadoras
robo identidad,2021-10-20,2021-12-20,top,Suplantación
robo identidad,2021-08-20,2021-10-20,aumento,Engaño pederasta
robo identidad,2021-08-20,2021-10-20,aumento,Información
robo identidad,2021-08-20,2021-10-20,aumento,Riesgo
robo identidad,2021-08-20,2021-10-20,aumento,Sextorsión
robo identidad,2021-08-20,2021-10-20,aumento,Red de computadoras
robo identidad,2021-08-20,2021-10-20,aumento,Social
robo identidad,2021-08-20,2021-10-20,aumento,Derecho
robo identidad,2021-08-20,2021-10-20,aumento,Sistema digital
robo identidad,2021-08-20,2021-10-20,aumento,Información personal
robo identidad,2021-08-20,2021-10-20,aumento,Ciberacoso
robo identidad,2021-08-20,2021-10-20,aumento,Internet
robo identidad,2021-08-20,2021-10-20,top,Hurto
robo identidad,2021-08-20,2021-10-20,top,Robo de identidad
robo identidad,2021-08-20,2021-10-20,top,Identidad
robo identidad,2021-08-20,2021-10-20,top,Robo
robo identidad,2021-08-20,2021-10-20,top,Sistema digital
robo identidad,2021-08-20,2021-10-20,top,Ciberacoso
robo identidad,2021-08-20,2021-10-20,top,Engaño pederasta
robo identidad,2021-08-20,2021-10-20,top,Información
robo identidad,2021-08-20,2021-10-20,top,Información personal
robo identidad,2021-08-20,2021-10-20,top,Riesgo
robo identidad,2021-08-20,2021-10-20,top,Internet
robo identidad,2021-08-20,2021-10-20,top,Fraude
robo identidad,2021-08-20,2021-10-20,top,Crédito
robo identidad,2021-08-20,2021-10-20,top,Denuncia
robo identidad,2021-08-20,2021-10-20,top,Dato
robo identidad,2021-08-20,2021-10-20,top,Persona
robo identidad,2021-08-20,2021-10-20,top,Red social
robo identidad,2021-08-20,2021-10-20,top,CONDUSEF
robo identidad,2021-08-20,2021-10-20,top,Delito
robo identidad,2021-08-20,2021-10-20,top,Código penal
robo identidad,2021-08-20,2021-10-20,top,Sextorsión
robo identidad,2021-08-20,2021-10-20,top,Red de computadoras
robo identidad,2021-08-20,2021-10-20,top,Phishing
robo identidad,2021-08-20,2021-10-20,top,Social
robo identidad,2021-08-20,2021-10-20,top,Derecho
robo identidad,2021-06-20,2021-08-20,aumento,Cibernética
robo identidad,2021-06-20,2021-08-20,aumento,Cotización
robo identidad,2021-06-20,2021-08-20,aumento,Institución
robo identidad,2021-06-20,2021-08-20,aumento,Crédito
robo identidad,2021-06-20,2021-08-20,aumento,Cuenta
robo identidad,2021-06-20,2021-08-20,aumento,CONDUSEF
robo identidad,2021-06-20,2021-08-20,aumento,Persona
robo identidad,2021-06-20,2021-08-20,aumento,Código penal
robo identidad,2021-06-20,2021-08-20,aumento,Fraude
robo identidad,2021-06-20,2021-08-20,top,Identidad
robo identidad,2021-06-20,2021-08-20,top,Robo de identidad
robo identidad,2021-06-20,2021-08-20,top,Hurto
robo identidad,2021-06-20,2021-08-20,top,Crédito
robo identidad,2021-06-20,2021-08-20,top,Robo
robo identidad,2021-06-20,2021-08-20,top,Cibernética
robo identidad,2021-06-20,2021-08-20,top,Cuenta
robo identidad,2021-06-20,2021-08-20,top,CONDUSEF
robo identidad,2021-06-20,2021-08-20,top,Persona
robo identidad,2021-06-20,2021-08-20,top,Fraude
robo identidad,2021-06-20,2021-08-20,top,Cotización
robo identidad,2021-06-20,2021-08-20,top,Institución
robo identidad,2021-06-20,2021-08-20,top,Denuncia
robo identidad,2021-06-20,2021-08-20,top,Código penal
robo identidad,2021-06-20,2021-08-20,top,Internet
robo identidad,2021-06-20,2021-08-20,top,Delito
robo identidad,2021-06-20,2021-08-20,top,Derecho penal
robo identidad,2021-04-20,2021-06-20,aumento,Sexteo
robo identidad,2021-04-20,2021-06-20,aumento,Derecho penal
robo identidad,2021-04-20,2021-06-20,aumento,Difusión no consentida de imágenes privadas
robo identidad,2021-04-20,2021-06-20,aumento,Demanda judicial
robo identidad,2021-04-20,2021-06-20,aumento,Tecnología
robo identidad,2021-04-20,2021-06-20,aumento,Crédito
robo identidad,2021-04-20,2021-06-20,aumento,Social
robo identidad,2021-04-20,2021-06-20,aumento,Información
robo identidad,2021-04-20,2021-06-20,top,Identidad
robo identidad,2021-04-20,2021-06-20,top,Robo de identidad
robo identidad,2021-04-20,2021-06-20,top,Hurto
robo identidad,2021-04-20,2021-06-20,top,Robo
robo identidad,2021-04-20,2021-06-20,top,Denuncia
robo identidad,2021-04-20,2021-06-20,top,Dato
robo identidad,2021-04-20,2021-06-20,top,Delito
robo identidad,2021-04-20,2021-06-20,top,Sexteo
robo identidad,2021-04-20,2021-06-20,top,Fraude
robo identidad,2021-04-20,2021-06-20,top,Phishing
robo identidad,2021-04-20,2021-06-20,top,Código penal
robo identidad,2021-04-20,2021-06-20,top,Social
robo identidad,2021-04-20,2021-06-20,top,Derecho penal
robo identidad,2021-04-20,2021-06-20,top,Tecnología
robo identidad,2021-04-20,2021-06-20,top,Difusión no consentida de imágenes privadas
robo identidad,2021-04-20,2021-06-20,top,Crédito
robo identidad,2021-04-20,2021-06-20,top,Información
robo identidad,2021-04-20,2021-06-20,top,Demanda judicial
robo identidad,2021-04-20,2021-06-20,top,Código de leyes
fraude,2023-02-20,2023-04-20,aumento,Fraude científico
fraude,2023-02-20,2023-04-20,aumento,Rigor
fraude,2023-02-20,2023-04-20,aumento,Millonario
fraude,2023-02-20,2023-04-20,aumento,Narcotráfico
fraude,2023-02-20,2023-04-20,aumento,Correos de México
fraude,2023-02-20,2023-04-20,aumento,Identidad
fraude,2023-02-20,2023-04-20,aumento,Desfalco
fraude,2023-02-20,2023-04-20,aumento,Científico de la computación
fraude,2023-02-20,2023-04-20,aumento,Confianza
fraude,2023-02-20,2023-04-20,aumento,Arte contemporáneo
fraude,2023-02-20,2023-04-20,aumento,Acoso psicológico
fraude,2023-02-20,2023-04-20,aumento,Ciencia
fraude,2023-02-20,2023-04-20,aumento,Plagio
fraude,2023-02-20,2023-04-20,aumento,Científico
fraude,2023-02-20,2023-04-20,aumento,Red social
fraude,2023-02-20,2023-04-20,aumento,Sexteo
fraude,2023-02-20,2023-04-20,aumento,Social
fraude,2023-02-20,2023-04-20,aumento,Sistema electoral
fraude,2023-02-20,2023-04-20,aumento,Abuso de confianza
fraude,2023-02-20,2023-04-20,aumento,Fraude electoral
fraude,2023-02-20,2023-04-20,aumento,Extorsión
fraude,2023-02-20,2023-04-20,aumento,Demanda judicial
fraude,2023-02-20,2023-04-20,aumento,Código de leyes
fraude,2023-02-20,2023-04-20,aumento,Derecho penal
fraude,2023-02-20,2023-04-20,top,Fraude
fraude,2023-02-20,2023-04-20,top,Delito
fraude,2023-02-20,2023-04-20,top,Derecho penal
fraude,2023-02-20,2023-04-20,top,Denuncia
fraude,2023-02-20,2023-04-20,top,Plagio
fraude,2023-02-20,2023-04-20,top,Código de leyes
fraude,2023-02-20,2023-04-20,top,Banco
fraude,2023-02-20,2023-04-20,top,Código penal
fraude,2023-02-20,2023-04-20,top,Dinero
fraude,2023-02-20,2023-04-20,top,Científico
fraude,2023-02-20,2023-04-20,top,Robo
fraude,2023-02-20,2023-04-20,top,Ciencia
fraude,2023-02-20,2023-04-20,top,Abuso de confianza
fraude,2023-02-20,2023-04-20,top,Social
fraude,2023-02-20,2023-04-20,top,Fraude electoral
fraude,2023-02-20,2023-04-20,top,Sistema electoral
fraude,2023-02-20,2023-04-20,top,Sexteo
fraude,2023-02-20,2023-04-20,top,Extorsión
fraude,2023-02-20,2023-04-20,top,Demanda judicial
fraude,2023-02-20,2023-04-20,top,Red social
fraude,2023-02-20,2023-04-20,top,Cibernética
fraude,2023-02-20,2023-04-20,top,Fraude científico
fraude,2023-02-20,2023-04-20,top,Estafa
fraude,2023-02-20,2023-04-20,top,Evasión fiscal
fraude,2023-02-20,2023-04-20,top,Rigor
fraude,2022-12-20,2023-02-20,aumento,Miss Universo
fraude,2022-12-20,2023-02-20,aumento,Notificación
fraude,2022-12-20,2023-02-20,aumento,Uno TV
fraude,2022-12-20,2023-02-20,aumento,Homicidio
fraude,2022-12-20,2023-02-20,aumento,Esquema Ponzi
fraude,2022-12-20,2023-02-20,aumento,Tesis
fraude,2022-12-20,2023-02-20,aumento,Propiedad
fraude,2022-12-20,2023-02-20,aumento,Fraude bancario
fraude,2022-12-20,2023-02-20,top,Fraude
fraude,2022-12-20,2023-02-20,top,Delito
fraude,2022-12-20,2023-02-20,top,Denuncia
fraude,2022-12-20,2023-02-20,top,Banco
fraude,2022-12-20,2023-02-20,top,Derecho penal
fraude,2022-12-20,2023-02-20,top,Robo
fraude,2022-12-20,2023-02-20,top,Código de leyes
fraude,2022-12-20,2023-02-20,top,Acusación
fraude,2022-12-20,2023-02-20,top,Código penal
fraude,2022-12-20,2023-02-20,top,Dinero
fraude,2022-12-20,2023-02-20,top,Evasión fiscal
fraude,2022-12-20,2023-02-20,top,Soborno
fraude,2022-12-20,2023-02-20,top,Fraude bancario
fraude,2022-12-20,2023-02-20,top,Sistema electoral
fraude,2022-12-20,2023-02-20,top,Derecho procesal
fraude,2022-12-20,2023-02-20,top,Demanda judicial
fraude,2022-12-20,2023-02-20,top,Propiedad
fraude,2022-12-20,2023-02-20,top,Tesis
fraude,2022-12-20,2023-02-20,top,Miss Universo
fraude,2022-12-20,2023-02-20,top,Notificación
fraude,2022-12-20,2023-02-20,top,Uno TV
fraude,2022-12-20,2023-02-20,top,Homicidio
fraude,2022-12-20,2023-02-20,top,Esquema Ponzi
fraude,2022-10-20,2022-12-20,aumento,Pharming
fraude,2022-10-20,2022-12-20,aumento,Fake news
fraude,2022-10-20,2022-12-20,aumento,Jurisprudencia
fraude,2022-10-20,2022-12-20,aumento,Identidad
fraude,2022-10-20,2022-12-20,aumento,Ingeniería social
fraude,2022-10-20,2022-12-20,aumento,Patrimonio
fraude,2022-10-20,2022-12-20,aumento,Envidia
fraude,2022-10-20,2022-12-20,aumento,Procuraduría Federal del Consumidor
fraude,2022-10-20,2022-12-20,aumento,Compras
fraude,2022-10-20,2022-12-20,aumento,Federación
fraude,2022-10-20,2022-12-20,aumento,Sistema electoral
fraude,2022-10-20,2022-12-20,aumento,Fraude electoral
fraude,2022-10-20,2022-12-20,top,Fraude
fraude,2022-10-20,2022-12-20,top,Delito
fraude,2022-10-20,2022-12-20,top,Denuncia
fraude,2022-10-20,2022-12-20,top,Derecho penal
fraude,2022-10-20,2022-12-20,top,Banco
fraude,2022-10-20,2022-12-20,top,Código de leyes
fraude,2022-10-20,2022-12-20,top,Acusación
fraude,2022-10-20,2022-12-20,top,Código penal
fraude,2022-10-20,2022-12-20,top,Robo
fraude,2022-10-20,2022-12-20,top,Sistema electoral
fraude,2022-10-20,2022-12-20,top,Fraude electoral
fraude,2022-10-20,2022-12-20,top,Dinero
fraude,2022-10-20,2022-12-20,top,Demanda judicial
fraude,2022-10-20,2022-12-20,top,Corrupción política
fraude,2022-10-20,2022-12-20,top,Estafa
fraude,2022-10-20,2022-12-20,top,Evasión fiscal
fraude,2022-10-20,2022-12-20,top,Cibernética
fraude,2022-10-20,2022-12-20,top,Derecho procesal
fraude,2022-10-20,2022-12-20,top,Soborno
fraude,2022-10-20,2022-12-20,top,Federación
fraude,2022-10-20,2022-12-20,top,Procuraduría Federal del Consumidor
fraude,2022-10-20,2022-12-20,top,Compras
fraude,2022-10-20,2022-12-20,top,Pharming
fraude,2022-10-20,2022-12-20,top,Fake news
fraude,2022-10-20,2022-12-20,top,Jurisprudencia
fraude,2022-08-20,2022-10-20,aumento,Pharming
fraude,2022-08-20,2022-10-20,aumento,Fondo Bancario de Protección al Ahorro
fraude,2022-08-20,2022-10-20,aumento,Paco Lala's
fraude,2022-08-20,2022-10-20,aumento,Comercio electrónico
fraude,2022-08-20,2022-10-20,aumento,Express.js
fraude,2022-08-20,2022-10-20,aumento,Proceso judicial
fraude,2022-08-20,2022-10-20,aumento,Vendedor
fraude,2022-08-20,2022-10-20,aumento,Analítica del triángulo del fraude
fraude,2022-08-20,2022-10-20,aumento,Mentiras mortales
fraude,2022-08-20,2022-10-20,aumento,Lolita Cortés
fraude,2022-08-20,2022-10-20,aumento,Tipo penal
fraude,2022-08-20,2022-10-20,top,Delito
fraude,2022-08-20,2022-10-20,top,Derecho penal
fraude,2022-08-20,2022-10-20,top,Denuncia
fraude,2022-08-20,2022-10-20,top,Código de leyes
fraude,2022-08-20,2022-10-20,top,Código penal
fraude,2022-08-20,2022-10-20,top,Banco
fraude,2022-08-20,2022-10-20,top,Evasión fiscal
fraude,2022-08-20,2022-10-20,top,Acusación
fraude,2022-08-20,2022-10-20,top,Estafa
fraude,2022-08-20,2022-10-20,top,Demanda judicial
fraude,2022-08-20,2022-10-20,top,Robo
fraude,2022-08-20,2022-10-20,top,Corrupción política
fraude,2022-08-20,2022-10-20,top,Soborno
fraude,2022-08-20,2022-10-20,top,Lolita Cortés
fraude,2022-08-20,2022-10-20,top,Derecho procesal
fraude,2022-08-20,2022-10-20,top,Cibernética
fraude,2022-08-20,2022-10-20,top,Sistema electoral
fraude,2022-08-20,2022-10-20,top,Pharming
fraude,2022-08-20,2022-10-20,top,Fondo Bancario de Protección al Ahorro
fraude,2022-08-20,2022-10-20,top,Paco Lala's
fraude,2022-08-20,2022-10-20,top,Tipo penal
fraude,2022-08-20,2022-10-20,top,Comercio electrónico
fraude,2022-08-20,2022-10-20,top,Express.js
fraude,2022-08-20,2022-10-20,top,Proceso judicial
fraude,2022-06-20,2022-08-20,aumento,AJP Motos
fraude,2022-06-20,2022-08-20,aumento,Millonario
fraude,2022-06-20,2022-08-20,aumento,Información privilegiada
fraude,2022-06-20,2022-08-20,aumento,Acreedor
fraude,2022-06-20,2022-08-20,aumento,Corrupción
fraude,2022-06-20,2022-08-20,aumento,Solana Toyota
fraude,2022-06-20,2022-08-20,aumento,Suicidio
fraude,2022-06-20,2022-08-20,aumento,Fraude en las Telecomunicaciones
fraude,2022-06-20,2022-08-20,aumento,Jurisprudencia
fraude,2022-06-20,2022-08-20,aumento,Toyota Astra Motor
fraude,2022-06-20,2022-08-20,aumento,Cuenta bancaria
fraude,2022-06-20,2022-08-20,aumento,Inmueble
fraude,2022-06-20,2022-08-20,aumento,Evasión fiscal
fraude,2022-06-20,2022-08-20,aumento,CONDUSEF
fraude,2022-06-20,2022-08-20,top,Fraude
fraude,2022-06-20,2022-08-20,top,Delito
fraude,2022-06-20,2022-08-20,top,Denuncia
fraude,2022-06-20,2022-08-20,top,Derecho penal
fraude,2022-06-20,2022-08-20,top,Evasión fiscal
fraude,2022-06-20,2022-08-20,top,Banco
fraude,2022-06-20,2022-08-20,top,Código de leyes
fraude,2022-06-20,2022-08-20,top,Código penal
fraude,2022-06-20,2022-08-20,top,Dinero
fraude,2022-06-20,2022-08-20,top,Inmueble
fraude,2022-06-20,2022-08-20,top,Robo
fraude,2022-06-20,2022-08-20,top,Sistema electoral
fraude,2022-06-20,2022-08-20,top,CONDUSEF
fraude,2022-06-20,2022-08-20,top,AJP Motos
fraude,2022-06-20,2022-08-20,top,Derecho procesal
fraude,2022-06-20,2022-08-20,top,Fraude electoral
fraude,2022-06-20,2022-08-20,top,Demanda judicial
fraude,2022-06-20,2022-08-20,top,Acusación
fraude,2022-06-20,2022-08-20,top,Estafa
fraude,2022-06-20,2022-08-20,top,Lavado de dinero
fraude,2022-06-20,2022-08-20,top,Millonario
fraude,2022-06-20,2022-08-20,top,Información privilegiada
fraude,2022-06-20,2022-08-20,top,Acreedor
fraude,2022-06-20,2022-08-20,top,Jurisprudencia
fraude,2022-06-20,2022-08-20,top,Suicidio
fraude,2022-04-20,2022-06-20,aumento,Vishing
fraude,2022-04-20,2022-06-20,aumento,Robo de identidad
fraude,2022-04-20,2022-06-20,aumento,Pharming
fraude,2022-04-20,2022-06-20,aumento,Sociedad anónima
fraude,2022-04-20,2022-06-20,aumento,Institución
fraude,2022-04-20,2022-06-20,aumento,Información personal
fraude,2022-04-20,2022-06-20,aumento,Reforma
fraude,2022-04-20,2022-06-20,aumento,Partido Revolucionario Institucional
fraude,2022-04-20,2022-06-20,aumento,Partido Nacional Revolucionario
fraude,2022-04-20,2022-06-20,aumento,Partido Acción Nacional
fraude,2022-04-20,2022-06-20,aumento,Empréstito
fraude,2022-04-20,2022-06-20,aumento,Identidad
fraude,2022-04-20,2022-06-20,aumento,Lavado de dinero
fraude,2022-04-20,2022-06-20,aumento,Evasión fiscal
fraude,2022-04-20,2022-06-20,aumento,Crimen
fraude,2022-04-20,2022-06-20,aumento,Fraude electoral
fraude,2022-04-20,2022-06-20,aumento,Organización
fraude,2022-04-20,2022-06-20,aumento,Delincuencia organizada
fraude,2022-04-20,2022-06-20,aumento,Sistema electoral
fraude,2022-04-20,2022-06-20,top,Delito
fraude,2022-04-20,2022-06-20,top,Fraude electoral
fraude,2022-04-20,2022-06-20,top,Denuncia
fraude,2022-04-20,2022-06-20,top,Sistema electoral
fraude,2022-04-20,2022-06-20,top,Derecho penal
fraude,2022-04-20,2022-06-20,top,Código de leyes
fraude,2022-04-20,2022-06-20,top,Código penal
fraude,2022-04-20,2022-06-20,top,Dinero
fraude,2022-04-20,2022-06-20,top,Banco
fraude,2022-04-20,2022-06-20,top,Lavado de dinero
fraude,2022-04-20,2022-06-20,top,Acusación
fraude,2022-04-20,2022-06-20,top,Robo
fraude,2022-04-20,2022-06-20,top,Plagio
fraude,2022-04-20,2022-06-20,top,Organización
fraude,2022-04-20,2022-06-20,top,Evasión fiscal
fraude,2022-04-20,2022-06-20,top,Crimen
fraude,2022-04-20,2022-06-20,top,Estafa
fraude,2022-04-20,2022-06-20,top,Científico
fraude,2022-04-20,2022-06-20,top,Delincuencia organizada
fraude,2022-04-20,2022-06-20,top,Demanda judicial
fraude,2022-04-20,2022-06-20,top,Institución
fraude,2022-04-20,2022-06-20,top,Partido Nacional Revolucionario
fraude,2022-04-20,2022-06-20,top,Partido Revolucionario Institucional
fraude,2022-04-20,2022-06-20,top,Sociedad anónima
fraude,2022-04-20,2022-06-20,top,Información personal
fraude,2022-02-20,2022-04-20,aumento,Red social
fraude,2022-02-20,2022-04-20,aumento,Partido político
fraude,2022-02-20,2022-04-20,aumento,Ciberacoso
fraude,2022-02-20,2022-04-20,aumento,Secuestro
fraude,2022-02-20,2022-04-20,aumento,Inteligencia artificial
fraude,2022-02-20,2022-04-20,aumento,Artificial
fraude,2022-02-20,2022-04-20,aumento,Bien jurídico
fraude,2022-02-20,2022-04-20,aumento,Notario
fraude,2022-02-20,2022-04-20,aumento,Abigeato
fraude,2022-02-20,2022-04-20,aumento,Derecho mercantil
fraude,2022-02-20,2022-04-20,aumento,Tentativa
fraude,2022-02-20,2022-04-20,aumento,Auditor
fraude,2022-02-20,2022-04-20,aumento,Manipulación mental
fraude,2022-02-20,2022-04-20,aumento,Sentencia
fraude,2022-02-20,2022-04-20,aumento,Phishing
fraude,2022-02-20,2022-04-20,aumento,Científico
fraude,2022-02-20,2022-04-20,aumento,Plagio
fraude,2022-02-20,2022-04-20,aumento,Rigor
fraude,2022-02-20,2022-04-20,aumento,Sexteo
fraude,2022-02-20,2022-04-20,aumento,Elecciones
fraude,2022-02-20,2022-04-20,aumento,Fraude electoral
fraude,2022-02-20,2022-04-20,aumento,Extorsión
fraude,2022-02-20,2022-04-20,aumento,Abuso de confianza
fraude,2022-02-20,2022-04-20,aumento,Sistema electoral
fraude,2022-02-20,2022-04-20,top,Fraude
fraude,2022-02-20,2022-04-20,top,Delito
fraude,2022-02-20,2022-04-20,top,Derecho penal
fraude,2022-02-20,2022-04-20,top,Denuncia
fraude,2022-02-20,2022-04-20,top,Plagio
fraude,2022-02-20,2022-04-20,top,Código penal
fraude,2022-02-20,2022-04-20,top,Código de leyes
fraude,2022-02-20,2022-04-20,top,Robo
fraude,2022-02-20,2022-04-20,top,Fraude electoral
fraude,2022-02-20,2022-04-20,top,Sistema electoral
fraude,2022-02-20,2022-04-20,top,Científico
fraude,2022-02-20,2022-04-20,top,Abuso de confianza
fraude,2022-02-20,2022-04-20,top,Banco
fraude,2022-02-20,2022-04-20,top,Sexteo
fraude,2022-02-20,2022-04-20,top,Acusación
fraude,2022-02-20,2022-04-20,top,Estafa
fraude,2022-02-20,2022-04-20,top,Cibernética
fraude,2022-02-20,2022-04-20,top,Extorsión
fraude,2022-02-20,2022-04-20,top,Demanda judicial
fraude,2022-02-20,2022-04-20,top,Rigor
fraude,2022-02-20,2022-04-20,top,Elecciones
fraude,2022-02-20,2022-04-20,top,Crimen
fraude,2022-02-20,2022-04-20,top,Pena
fraude,2022-02-20,2022-04-20,top,Red social
fraude,2022-02-20,2022-04-20,top,Partido político
fraude,2021-12-20,2022-02-20,aumento,Acreedor
fraude,2021-12-20,2022-02-20,aumento,Piratería
fraude,2021-12-20,2022-02-20,aumento,Persona jurídica
fraude,2021-12-20,2022-02-20,aumento,Castigo
fraude,2021-12-20,2022-02-20,aumento,Demanda
fraude,2021-12-20,2022-02-20,aumento,Homicidio
fraude,2021-12-20,2022-02-20,aumento,Deuda
fraude,2021-12-20,2022-02-20,aumento,Corrupción
fraude,2021-12-20,2022-02-20,aumento,Compras
fraude,2021-12-20,2022-02-20,aumento,Suprema Corte de Justicia de La Nación
fraude,2021-12-20,2022-02-20,aumento,Derecho mercantil
fraude,2021-12-20,2022-02-20,aumento,Fraude científico
fraude,2021-12-20,2022-02-20,top,Fraude
fraude,2021-12-20,2022-02-20,top,Delito
fraude,2021-12-20,2022-02-20,top,Denuncia
fraude,2021-12-20,2022-02-20,top,Derecho penal
fraude,2021-12-20,2022-02-20,top,Código de leyes
fraude,2021-12-20,2022-02-20,top,Código penal
fraude,2021-12-20,2022-02-20,top,Robo
fraude,2021-12-20,2022-02-20,top,Banco
fraude,2021-12-20,2022-02-20,top,Empresa
fraude,2021-12-20,2022-02-20,top,Lavado de dinero
fraude,2021-12-20,2022-02-20,top,Dinero
fraude,2021-12-20,2022-02-20,top,Cibernética
fraude,2021-12-20,2022-02-20,top,Demanda judicial
fraude,2021-12-20,2022-02-20,top,Estafa
fraude,2021-12-20,2022-02-20,top,Evasión fiscal
fraude,2021-12-20,2022-02-20,top,Crimen
fraude,2021-12-20,2022-02-20,top,Sistema electoral
fraude,2021-12-20,2022-02-20,top,Fraude electoral
fraude,2021-12-20,2022-02-20,top,Delincuencia organizada
fraude,2021-12-20,2022-02-20,top,Corrupción política
fraude,2021-12-20,2022-02-20,top,Acreedor
fraude,2021-12-20,2022-02-20,top,Piratería
fraude,2021-12-20,2022-02-20,top,Persona jurídica
fraude,2021-12-20,2022-02-20,top,Castigo
fraude,2021-12-20,2022-02-20,top,Demanda
fraude,2021-10-20,2021-12-20,aumento,Federación
fraude,2021-10-20,2021-12-20,aumento,Pena
fraude,2021-10-20,2021-12-20,aumento,Cuenta bancaria
fraude,2021-10-20,2021-12-20,aumento,Jurisprudencia
fraude,2021-10-20,2021-12-20,aumento,Prescripción
fraude,2021-10-20,2021-12-20,aumento,Sistema de pago electrónico
fraude,2021-10-20,2021-12-20,aumento,Secuestro
fraude,2021-10-20,2021-12-20,aumento,Dinero en efectivo
fraude,2021-10-20,2021-12-20,aumento,Sujeto
fraude,2021-10-20,2021-12-20,aumento,Amenaza
fraude,2021-10-20,2021-12-20,aumento,San Pedro Garza García
fraude,2021-10-20,2021-12-20,aumento,Extorsión
fraude,2021-10-20,2021-12-20,aumento,Derecho procesal
fraude,2021-10-20,2021-12-20,aumento,Robo
fraude,2021-10-20,2021-12-20,aumento,Código penal
fraude,2021-10-20,2021-12-20,aumento,Código de leyes
fraude,2021-10-20,2021-12-20,aumento,Demanda judicial
fraude,2021-10-20,2021-12-20,top,Fraude
fraude,2021-10-20,2021-12-20,top,Delito
fraude,2021-10-20,2021-12-20,top,Acusación
fraude,2021-10-20,2021-12-20,top,Derecho penal
fraude,2021-10-20,2021-12-20,top,Denuncia
fraude,2021-10-20,2021-12-20,top,Código de leyes
fraude,2021-10-20,2021-12-20,top,Código penal
